Layer	Row	Module	Channel	Pedestal	Sigma
0	0	0	0	118.503	2.726
0	0	0	1	158.945	2.812
0	0	0	2	121.002	2.607
0	0	0	3	160.568	2.767
0	0	0	4	148.654	2.625
0	0	0	5	168.569	2.525
0	0	0	6	117.436	2.600
0	0	0	7	104.183	2.423
0	0	0	8	116.187	3.078
0	0	0	9	127.797	2.932
0	0	0	10	133.859	2.737
0	0	0	11	168.907	2.726
0	0	0	12	115.540	2.763
0	0	0	13	141.971	3.210
0	0	0	14	113.917	3.489
0	0	0	15	152.503	4.391
0	0	0	16	135.178	4.087
0	0	0	17	111.330	3.199
0	0	0	18	142.354	3.045
0	0	0	19	136.991	2.727
0	0	0	20	137.432	2.852
0	0	0	21	149.274	2.803
0	0	0	22	138.285	2.615
0	0	0	23	153.417	2.959
0	0	0	24	140.657	2.619
0	0	0	25	178.692	2.536
0	0	0	26	138.243	2.618
0	0	0	27	1067.331	3.001
0	0	0	28	132.818	2.483
0	0	0	29	151.122	2.793
0	0	0	30	93.369	2.474
0	0	0	31	196.132	2.468
0	0	1	0	104.928	2.243
0	0	1	1	82.306	1.949
0	0	1	2	89.089	2.141
0	0	1	3	108.350	2.218
0	0	1	4	93.448	2.292
0	0	1	5	150.531	2.473
0	0	1	6	121.469	2.345
0	0	1	7	105.866	2.195
0	0	1	8	123.920	2.693
0	0	1	9	84.938	2.198
0	0	1	10	147.196	2.593
0	0	1	11	99.701	2.399
0	0	1	12	91.061	2.437
0	0	1	13	102.267	2.814
0	0	1	14	154.043	2.942
0	0	1	15	69.586	3.070
0	0	1	16	122.680	2.419
0	0	1	17	74.952	1.937
0	0	1	18	70.605	1.963
0	0	1	19	81.526	1.974
0	0	1	20	123.802	2.253
0	0	1	21	104.700	2.316
0	0	1	22	75.105	2.095
0	0	1	23	89.393	2.296
0	0	1	24	133.837	2.780
0	0	1	25	99.483	2.013
0	0	1	26	83.601	1.996
0	0	1	27	136.101	2.434
0	0	1	28	145.298	2.294
0	0	1	29	133.761	2.312
0	0	1	30	82.230	2.055
0	0	1	31	95.833	2.301
0	0	2	0	119.841	2.127
0	0	2	1	144.893	2.070
0	0	2	2	113.319	2.273
0	0	2	3	93.563	2.352
0	0	2	4	117.472	2.075
0	0	2	5	83.330	2.179
0	0	2	6	105.350	2.299
0	0	2	7	104.082	2.496
0	0	2	8	97.507	2.895
0	0	2	9	84.145	2.433
0	0	2	10	90.976	2.764
0	0	2	11	86.880	2.660
0	0	2	12	103.341	2.566
0	0	2	13	131.220	2.951
0	0	2	14	115.126	3.223
0	0	2	15	91.864	3.348
0	0	2	16	115.069	2.348
0	0	2	17	111.797	2.168
0	0	2	18	93.067	2.175
0	0	2	19	134.287	2.324
0	0	2	20	110.702	2.380
0	0	2	21	100.471	2.188
0	0	2	22	103.293	2.155
0	0	2	23	110.078	2.262
0	0	2	24	115.876	2.408
0	0	2	25	108.503	2.479
0	0	2	26	129.192	2.472
0	0	2	27	108.644	2.353
0	0	2	28	132.116	2.201
0	0	2	29	100.554	2.265
0	0	2	30	125.782	2.246
0	0	2	31	115.765	2.170
0	0	3	0	118.000	2.409
0	0	3	1	172.383	2.466
0	0	3	2	117.237	2.311
0	0	3	3	133.545	2.335
0	0	3	4	122.332	2.460
0	0	3	5	124.722	2.522
0	0	3	6	131.626	2.376
0	0	3	7	111.587	2.425
0	0	3	8	147.066	2.619
0	0	3	9	141.736	2.869
0	0	3	10	128.308	2.645
0	0	3	11	147.720	2.622
0	0	3	12	114.879	2.502
0	0	3	13	118.739	2.706
0	0	3	14	108.900	3.001
0	0	3	15	167.526	3.390
0	0	3	16	167.058	2.317
0	0	3	17	146.990	2.263
0	0	3	18	111.243	2.380
0	0	3	19	137.333	2.294
0	0	3	20	162.921	2.266
0	0	3	21	142.426	2.577
0	0	3	22	143.222	2.370
0	0	3	23	124.856	2.500
0	0	3	24	141.154	2.514
0	0	3	25	151.775	2.579
0	0	3	26	144.506	2.562
0	0	3	27	179.013	2.463
0	0	3	28	142.080	2.405
0	0	3	29	197.296	2.229
0	0	3	30	185.299	2.368
0	0	3	31	126.336	2.439
0	0	4	0	108.208	2.345
0	0	4	1	124.080	2.410
0	0	4	2	128.674	2.591
0	0	4	3	120.089	2.507
0	0	4	4	149.579	2.414
0	0	4	5	86.646	2.331
0	0	4	6	119.108	2.401
0	0	4	7	77.406	2.396
0	0	4	8	99.547	2.615
0	0	4	9	112.373	2.826
0	0	4	10	142.343	2.661
0	0	4	11	122.857	2.720
0	0	4	12	97.848	2.559
0	0	4	13	125.514	2.799
0	0	4	14	106.858	2.746
0	0	4	15	132.017	3.178
0	0	4	16	123.233	3.143
0	0	4	17	139.480	2.741
0	0	4	18	91.520	2.636
0	0	4	19	130.331	2.426
0	0	4	20	119.115	2.694
0	0	4	21	93.790	2.490
0	0	4	22	142.172	2.829
0	0	4	23	148.325	2.640
0	0	4	24	120.015	2.704
0	0	4	25	113.636	2.643
0	0	4	26	108.245	2.572
0	0	4	27	142.420	2.668
0	0	4	28	102.302	2.212
0	0	4	29	157.157	2.607
0	0	4	30	126.740	2.258
0	0	4	31	78.879	2.311
0	0	5	0	114.523	2.475
0	0	5	1	141.135	2.392
0	0	5	2	102.056	2.385
0	0	5	3	148.419	2.596
0	0	5	4	113.546	2.684
0	0	5	5	134.555	2.677
0	0	5	6	162.405	2.701
0	0	5	7	107.432	2.807
0	0	5	8	110.792	3.270
0	0	5	9	170.049	3.004
0	0	5	10	164.226	2.612
0	0	5	11	147.310	2.703
0	0	5	12	161.910	2.869
0	0	5	13	120.593	2.928
0	0	5	14	133.619	3.197
0	0	5	15	122.342	3.656
0	0	5	16	134.077	2.665
0	0	5	17	98.848	2.413
0	0	5	18	93.932	2.536
0	0	5	19	140.030	2.443
0	0	5	20	119.545	2.731
0	0	5	21	131.859	2.558
0	0	5	22	124.318	2.571
0	0	5	23	103.161	2.620
0	0	5	24	133.378	2.818
0	0	5	25	122.339	2.691
0	0	5	26	111.897	2.753
0	0	5	27	129.345	2.597
0	0	5	28	123.796	2.745
0	0	5	29	183.813	2.469
0	0	5	30	132.241	2.175
0	0	5	31	84.670	2.327
0	1	0	0	161.187	2.628
0	1	0	1	114.494	2.294
0	1	0	2	105.908	2.405
0	1	0	3	118.235	2.456
0	1	0	4	112.765	2.612
0	1	0	5	101.031	2.341
0	1	0	6	126.815	2.870
0	1	0	7	133.216	2.565
0	1	0	8	100.465	2.912
0	1	0	9	111.769	2.802
0	1	0	10	115.012	2.584
0	1	0	11	117.872	2.659
0	1	0	12	75.237	2.293
0	1	0	13	126.488	3.144
0	1	0	14	114.003	3.019
0	1	0	15	71.684	2.910
0	1	0	16	128.600	3.424
0	1	0	17	105.765	2.609
0	1	0	18	106.909	2.700
0	1	0	19	120.873	2.601
0	1	0	20	77.383	2.385
0	1	0	21	58.573	2.511
0	1	0	22	120.610	2.798
0	1	0	23	127.704	3.097
0	1	0	24	142.123	2.500
0	1	0	25	75.812	1.962
0	1	0	26	101.387	2.325
0	1	0	27	105.283	2.314
0	1	0	28	120.283	2.482
0	1	0	29	142.453	2.305
0	1	0	30	85.234	1.985
0	1	0	31	76.729	2.165
0	1	1	0	135.168	2.615
0	1	1	1	148.944	2.542
0	1	1	2	94.462	2.795
0	1	1	3	120.021	3.039
0	1	1	4	135.338	2.521
0	1	1	5	143.507	2.859
0	1	1	6	111.738	2.998
0	1	1	7	119.591	3.076
0	1	1	8	130.878	3.168
0	1	1	9	135.494	2.833
0	1	1	10	124.352	3.444
0	1	1	11	132.462	3.050
0	1	1	12	125.106	3.581
0	1	1	13	102.201	3.368
0	1	1	14	96.212	3.354
0	1	1	15	128.023	4.903
0	1	1	16	115.931	4.794
0	1	1	17	140.200	3.665
0	1	1	18	154.784	3.067
0	1	1	19	112.296	3.254
0	1	1	20	116.007	3.060
0	1	1	21	118.921	2.951
0	1	1	22	99.162	2.919
0	1	1	23	157.527	3.063
0	1	1	24	132.044	2.683
0	1	1	25	152.483	2.490
0	1	1	26	177.462	2.687
0	1	1	27	124.099	2.924
0	1	1	28	106.324	2.584
0	1	1	29	172.135	2.472
0	1	1	30	155.648	2.452
0	1	1	31	151.893	2.507
0	1	2	0	139.660	2.248
0	1	2	1	158.464	2.525
0	1	2	2	114.675	2.398
0	1	2	3	139.532	2.516
0	1	2	4	137.326	2.752
0	1	2	5	163.169	2.806
0	1	2	6	127.017	2.816
0	1	2	7	148.437	2.574
0	1	2	8	161.627	2.947
0	1	2	9	124.758	2.811
0	1	2	10	102.776	2.623
0	1	2	11	121.088	2.938
0	1	2	12	169.010	2.722
0	1	2	13	125.054	2.940
0	1	2	14	113.499	3.226
0	1	2	15	140.853	3.336
0	1	2	16	131.067	2.984
0	1	2	17	135.297	2.589
0	1	2	18	171.205	2.549
0	1	2	19	149.795	2.500
0	1	2	20	133.060	2.562
0	1	2	21	106.344	2.209
0	1	2	22	125.911	2.915
0	1	2	23	143.943	2.568
0	1	2	24	131.898	2.613
0	1	2	25	137.093	2.418
0	1	2	26	137.245	2.221
0	1	2	27	114.941	2.438
0	1	2	28	180.363	2.504
0	1	2	29	152.729	2.455
0	1	2	30	133.400	2.337
0	1	2	31	141.589	2.235
0	1	3	0	102.792	2.565
0	1	3	1	89.949	2.522
0	1	3	2	97.187	2.526
0	1	3	3	105.471	2.394
0	1	3	4	93.639	2.532
0	1	3	5	94.778	2.343
0	1	3	6	106.422	2.527
0	1	3	7	102.917	2.710
0	1	3	8	109.437	2.707
0	1	3	9	175.870	2.864
0	1	3	10	120.902	2.867
0	1	3	11	90.614	2.664
0	1	3	12	107.651	2.462
0	1	3	13	89.268	2.475
0	1	3	14	98.731	2.778
0	1	3	15	85.841	2.760
0	1	3	16	120.398	3.067
0	1	3	17	110.825	2.381
0	1	3	18	75.422	1.952
0	1	3	19	157.049	2.546
0	1	3	20	85.201	2.320
0	1	3	21	140.168	2.327
0	1	3	22	86.525	2.519
0	1	3	23	142.280	2.547
0	1	3	24	118.857	2.585
0	1	3	25	139.579	2.681
0	1	3	26	147.285	2.440
0	1	3	27	97.424	2.196
0	1	3	28	60.343	1.900
0	1	3	29	60.005	1.979
0	1	3	30	102.344	2.063
0	1	3	31	107.871	2.197
0	1	4	0	87.644	2.059
0	1	4	1	107.254	2.090
0	1	4	2	114.366	2.222
0	1	4	3	48.817	1.782
0	1	4	4	100.523	2.274
0	1	4	5	128.043	2.496
0	1	4	6	96.536	2.400
0	1	4	7	85.979	2.237
0	1	4	8	108.040	2.838
0	1	4	9	106.921	2.644
0	1	4	10	97.282	2.546
0	1	4	11	82.808	2.135
0	1	4	12	81.006	2.258
0	1	4	13	67.090	2.319
0	1	4	14	68.102	2.399
0	1	4	15	104.761	2.863
0	1	4	16	97.277	2.385
0	1	4	17	153.501	2.397
0	1	4	18	100.321	2.117
0	1	4	19	83.614	1.913
0	1	4	20	129.962	2.203
0	1	4	21	129.617	2.528
0	1	4	22	146.024	2.309
0	1	4	23	108.115	2.397
0	1	4	24	65.434	2.138
0	1	4	25	91.164	2.287
0	1	4	26	131.898	2.201
0	1	4	27	142.348	2.429
0	1	4	28	109.207	2.126
0	1	4	29	77.360	2.047
0	1	4	30	119.522	2.284
0	1	4	31	118.864	2.315
0	1	5	0	158.866	2.845
0	1	5	1	167.015	2.757
0	1	5	2	124.980	2.820
0	1	5	3	105.566	2.536
0	1	5	4	148.826	2.529
0	1	5	5	130.365	2.707
0	1	5	6	126.823	3.039
0	1	5	7	123.688	2.963
0	1	5	8	137.771	3.124
0	1	5	9	118.170	2.966
0	1	5	10	167.201	2.997
0	1	5	11	139.258	2.939
0	1	5	12	96.023	2.763
0	1	5	13	154.936	2.995
0	1	5	14	150.722	2.993
0	1	5	15	128.133	3.335
0	1	5	16	143.854	3.082
0	1	5	17	87.082	2.511
0	1	5	18	137.427	2.620
0	1	5	19	141.037	2.636
0	1	5	20	134.962	2.642
0	1	5	21	103.753	2.610
0	1	5	22	127.345	2.957
0	1	5	23	179.192	2.788
0	1	5	24	157.420	2.883
0	1	5	25	148.402	2.586
0	1	5	26	82.680	2.012
0	1	5	27	124.086	2.743
0	1	5	28	99.748	2.369
0	1	5	29	138.255	2.479
0	1	5	30	137.819	2.217
0	1	5	31	158.578	2.771
0	2	0	0	147.995	2.511
0	2	0	1	163.936	2.227
0	2	0	2	99.930	2.271
0	2	0	3	157.853	2.707
0	2	0	4	195.860	2.578
0	2	0	5	112.133	2.563
0	2	0	6	100.098	2.510
0	2	0	7	134.756	2.236
0	2	0	8	111.916	3.228
0	2	0	9	136.081	2.934
0	2	0	10	166.843	2.862
0	2	0	11	106.100	2.648
0	2	0	12	121.422	2.888
0	2	0	13	117.372	3.209
0	2	0	14	128.708	3.327
0	2	0	15	114.289	4.067
0	2	0	16	146.388	3.561
0	2	0	17	110.658	2.801
0	2	0	18	135.529	2.085
0	2	0	19	120.722	2.589
0	2	0	20	130.487	2.327
0	2	0	21	144.543	2.729
0	2	0	22	114.756	2.690
0	2	0	23	159.761	3.103
0	2	0	24	152.670	2.339
0	2	0	25	146.538	2.282
0	2	0	26	136.110	2.358
0	2	0	27	143.890	2.535
0	2	0	28	172.913	2.508
0	2	0	29	111.985	2.475
0	2	0	30	194.050	2.202
0	2	0	31	166.310	2.364
0	2	1	0	89.695	2.289
0	2	1	1	105.954	2.530
0	2	1	2	81.019	2.269
0	2	1	3	89.294	2.341
0	2	1	4	130.877	2.667
0	2	1	5	75.652	2.352
0	2	1	6	107.389	2.192
0	2	1	7	113.970	2.485
0	2	1	8	116.769	2.918
0	2	1	9	131.953	2.661
0	2	1	10	107.125	2.701
0	2	1	11	101.461	2.595
0	2	1	12	120.868	2.869
0	2	1	13	76.917	2.939
0	2	1	14	118.977	3.347
0	2	1	15	90.769	3.457
0	2	1	16	94.921	1.474
0	2	1	17	107.547	2.620
0	2	1	18	143.303	2.469
0	2	1	19	135.747	2.396
0	2	1	20	76.013	2.050
0	2	1	21	116.034	2.503
0	2	1	22	92.514	2.417
0	2	1	23	100.065	2.195
0	2	1	24	98.472	2.151
0	2	1	25	104.950	2.595
0	2	1	26	33.736	1.163
0	2	1	27	95.695	2.361
0	2	1	28	142.299	2.361
0	2	1	29	87.969	2.137
0	2	1	30	111.529	2.328
0	2	1	31	114.736	2.196
0	2	2	0	117.848	2.409
0	2	2	1	135.402	2.200
0	2	2	2	93.134	2.191
0	2	2	3	94.098	2.016
0	2	2	4	146.712	2.280
0	2	2	5	148.616	2.120
0	2	2	6	134.067	2.335
0	2	2	7	99.592	2.207
0	2	2	8	99.591	0.909
0	2	2	9	91.996	2.722
0	2	2	10	94.714	2.710
0	2	2	11	112.352	2.599
0	2	2	12	75.285	2.241
0	2	2	13	91.093	3.073
0	2	2	14	119.050	3.181
0	2	2	15	138.113	3.552
0	2	2	16	121.387	2.651
0	2	2	17	74.590	1.914
0	2	2	18	91.395	2.099
0	2	2	19	133.834	2.188
0	2	2	20	99.671	1.960
0	2	2	21	90.029	2.050
0	2	2	22	162.397	2.147
0	2	2	23	126.815	2.282
0	2	2	24	119.609	2.481
0	2	2	25	86.956	2.056
0	2	2	26	101.322	2.011
0	2	2	27	120.058	2.016
0	2	2	28	123.852	2.313
0	2	2	29	104.342	2.121
0	2	2	30	95.087	2.250
0	2	2	31	121.068	2.240
0	2	3	0	125.648	2.601
0	2	3	1	89.860	2.278
0	2	3	2	94.192	2.356
0	2	3	3	119.454	2.387
0	2	3	4	126.757	2.632
0	2	3	5	136.860	2.435
0	2	3	6	74.851	1.981
0	2	3	7	118.877	2.171
0	2	3	8	90.771	2.778
0	2	3	9	124.524	2.935
0	2	3	10	92.941	2.779
0	2	3	11	155.840	2.788
0	2	3	12	126.510	2.995
0	2	3	13	171.918	3.010
0	2	3	14	114.573	3.226
0	2	3	15	104.871	3.299
0	2	3	16	162.806	2.400
0	2	3	17	149.964	2.192
0	2	3	18	103.047	2.308
0	2	3	19	138.168	2.332
0	2	3	20	78.785	2.194
0	2	3	21	107.747	2.159
0	2	3	22	94.468	2.388
0	2	3	23	97.907	2.436
0	2	3	24	121.543	2.416
0	2	3	25	106.699	2.284
0	2	3	26	130.302	2.225
0	2	3	27	101.323	2.293
0	2	3	28	75.538	2.031
0	2	3	29	107.069	2.206
0	2	3	30	101.411	2.082
0	2	3	31	130.105	2.319
0	2	4	0	142.762	2.417
0	2	4	1	59.164	1.940
0	2	4	2	127.073	2.489
0	2	4	3	122.485	2.346
0	2	4	4	117.670	2.472
0	2	4	5	115.599	2.540
0	2	4	6	78.492	2.523
0	2	4	7	123.268	2.667
0	2	4	8	104.210	2.852
0	2	4	9	169.800	2.731
0	2	4	10	112.709	2.937
0	2	4	11	117.714	2.791
0	2	4	12	79.532	2.730
0	2	4	13	106.834	3.115
0	2	4	14	65.229	2.697
0	2	4	15	115.277	3.812
0	2	4	16	71.997	2.155
0	2	4	17	98.579	2.091
0	2	4	18	91.300	1.984
0	2	4	19	115.854	2.015
0	2	4	20	113.774	2.331
0	2	4	21	84.564	1.977
0	2	4	22	119.865	2.195
0	2	4	23	77.246	1.820
0	2	4	24	156.117	2.460
0	2	4	25	146.111	2.209
0	2	4	26	147.058	2.473
0	2	4	27	89.266	2.190
0	2	4	28	104.599	2.219
0	2	4	29	104.129	2.434
0	2	4	30	127.981	2.418
0	2	4	31	97.842	2.370
0	2	5	0	161.064	2.994
0	2	5	1	172.385	2.539
0	2	5	2	147.201	2.429
0	2	5	3	151.961	2.705
0	2	5	4	152.380	3.058
0	2	5	5	173.764	2.819
0	2	5	6	122.873	2.749
0	2	5	7	117.484	2.805
0	2	5	8	151.689	3.557
0	2	5	9	114.046	3.344
0	2	5	10	141.070	3.365
0	2	5	11	183.610	3.124
0	2	5	12	134.423	3.315
0	2	5	13	128.132	3.805
0	2	5	14	184.608	4.128
0	2	5	15	156.060	4.512
0	2	5	16	155.335	2.847
0	2	5	17	151.715	2.822
0	2	5	18	133.158	2.587
0	2	5	19	187.873	2.721
0	2	5	20	130.084	2.536
0	2	5	21	144.410	2.440
0	2	5	22	94.078	2.475
0	2	5	23	154.634	2.781
0	2	5	24	191.615	3.155
0	2	5	25	163.199	2.482
0	2	5	26	155.387	2.892
0	2	5	27	193.201	2.766
0	2	5	28	154.506	2.493
0	2	5	29	167.294	2.622
0	2	5	30	100.111	2.362
0	2	5	31	146.132	2.431
0	3	0	0	125.966	2.709
0	3	0	1	125.938	2.767
0	3	0	2	143.078	2.599
0	3	0	3	114.460	2.681
0	3	0	4	124.294	2.761
0	3	0	5	116.146	2.600
0	3	0	6	162.400	2.686
0	3	0	7	120.480	2.767
0	3	0	8	124.314	3.125
0	3	0	9	106.315	2.940
0	3	0	10	114.150	3.074
0	3	0	11	94.991	2.721
0	3	0	12	109.925	3.195
0	3	0	13	137.760	2.863
0	3	0	14	141.174	3.495
0	3	0	15	156.968	4.386
0	3	0	16	91.161	3.198
0	3	0	17	139.081	2.738
0	3	0	18	108.444	2.350
0	3	0	19	114.845	2.658
0	3	0	20	69.001	2.233
0	3	0	21	103.254	2.605
0	3	0	22	102.282	2.654
0	3	0	23	123.623	2.856
0	3	0	24	132.966	2.488
0	3	0	25	189.950	2.872
0	3	0	26	119.754	2.854
0	3	0	27	105.966	2.773
0	3	0	28	120.182	2.528
0	3	0	29	122.762	2.634
0	3	0	30	154.964	2.575
0	3	0	31	140.195	2.299
0	3	1	0	128.059	2.758
0	3	1	1	83.471	1.988
0	3	1	2	95.426	2.530
0	3	1	3	162.620	2.734
0	3	1	4	108.562	2.570
0	3	1	5	131.669	2.544
0	3	1	6	98.138	2.332
0	3	1	7	133.542	2.579
0	3	1	8	124.159	2.892
0	3	1	9	59.369	2.180
0	3	1	10	123.608	2.848
0	3	1	11	101.852	2.509
0	3	1	12	86.977	2.446
0	3	1	13	133.704	2.756
0	3	1	14	117.931	3.146
0	3	1	15	79.514	3.160
0	3	1	16	88.581	2.486
0	3	1	17	96.835	2.369
0	3	1	18	105.884	2.126
0	3	1	19	93.428	2.393
0	3	1	20	106.486	2.371
0	3	1	21	80.918	2.132
0	3	1	22	107.156	2.294
0	3	1	23	122.351	2.634
0	3	1	24	101.587	2.411
0	3	1	25	110.054	2.499
0	3	1	26	61.677	2.028
0	3	1	27	118.648	2.311
0	3	1	28	100.660	2.122
0	3	1	29	63.189	1.970
0	3	1	30	115.210	2.275
0	3	1	31	140.616	2.266
0	3	2	0	133.513	2.163
0	3	2	1	112.725	2.335
0	3	2	2	134.126	2.344
0	3	2	3	159.724	2.567
0	3	2	4	109.819	2.441
0	3	2	5	97.721	2.274
0	3	2	6	104.725	2.409
0	3	2	7	132.291	2.744
0	3	2	8	94.202	2.867
0	3	2	9	145.658	2.888
0	3	2	10	109.017	2.697
0	3	2	11	130.809	2.730
0	3	2	12	105.420	2.783
0	3	2	13	112.262	3.175
0	3	2	14	97.625	3.119
0	3	2	15	110.796	3.506
0	3	2	16	143.698	2.732
0	3	2	17	111.293	2.711
0	3	2	18	140.281	2.414
0	3	2	19	82.168	2.132
0	3	2	20	170.400	2.630
0	3	2	21	145.773	2.301
0	3	2	22	91.535	2.423
0	3	2	23	132.973	2.687
0	3	2	24	143.343	2.722
0	3	2	25	104.689	2.299
0	3	2	26	124.279	2.470
0	3	2	27	153.786	2.405
0	3	2	28	88.854	2.099
0	3	2	29	106.894	2.050
0	3	2	30	128.453	2.517
0	3	2	31	92.796	1.982
0	3	3	0	118.939	2.364
0	3	3	1	139.033	2.087
0	3	3	2	117.985	2.265
0	3	3	3	170.862	2.428
0	3	3	4	132.894	2.426
0	3	3	5	110.960	2.554
0	3	3	6	163.428	2.192
0	3	3	7	121.784	2.574
0	3	3	8	143.578	2.921
0	3	3	9	106.350	2.893
0	3	3	10	150.026	2.778
0	3	3	11	181.705	2.786
0	3	3	12	121.450	2.664
0	3	3	13	89.836	2.613
0	3	3	14	105.361	2.878
0	3	3	15	121.424	3.348
0	3	3	16	135.403	2.525
0	3	3	17	134.681	2.458
0	3	3	18	99.448	2.097
0	3	3	19	95.316	2.519
0	3	3	20	123.358	2.292
0	3	3	21	159.394	2.655
0	3	3	22	129.528	2.623
0	3	3	23	139.518	2.455
0	3	3	24	166.468	2.471
0	3	3	25	177.381	2.651
0	3	3	26	147.904	2.288
0	3	3	27	220.019	2.343
0	3	3	28	200.171	2.224
0	3	3	29	111.485	2.246
0	3	3	30	183.400	2.338
0	3	3	31	148.575	2.159
0	3	4	0	77.069	2.026
0	3	4	1	96.201	2.089
0	3	4	2	82.411	1.886
0	3	4	3	133.549	2.209
0	3	4	4	104.681	2.259
0	3	4	5	110.842	2.420
0	3	4	6	120.338	2.147
0	3	4	7	101.573	2.091
0	3	4	8	122.840	2.858
0	3	4	9	108.700	2.763
0	3	4	10	120.621	2.849
0	3	4	11	154.384	2.543
0	3	4	12	107.785	2.795
0	3	4	13	83.204	2.652
0	3	4	14	102.793	3.101
0	3	4	15	108.619	3.618
0	3	4	16	100.653	2.339
0	3	4	17	103.643	2.242
0	3	4	18	61.292	2.025
0	3	4	19	93.546	2.264
0	3	4	20	106.738	2.060
0	3	4	21	112.103	2.216
0	3	4	22	86.881	2.230
0	3	4	23	112.399	2.419
0	3	4	24	106.638	2.381
0	3	4	25	89.578	2.452
0	3	4	26	68.979	1.908
0	3	4	27	100.657	1.970
0	3	4	28	120.021	2.345
0	3	4	29	125.596	2.298
0	3	4	30	138.647	2.108
0	3	4	31	147.957	1.916
0	3	5	0	109.244	2.308
0	3	5	1	117.584	2.396
0	3	5	2	108.300	2.569
0	3	5	3	128.757	2.668
0	3	5	4	127.555	3.024
0	3	5	5	102.103	2.586
0	3	5	6	58.769	2.140
0	3	5	7	142.818	2.745
0	3	5	8	118.898	3.112
0	3	5	9	96.520	2.725
0	3	5	10	114.969	2.947
0	3	5	11	101.883	2.801
0	3	5	12	126.951	3.175
0	3	5	13	96.662	3.307
0	3	5	14	98.117	3.114
0	3	5	15	116.791	3.714
0	3	5	16	143.807	2.468
0	3	5	17	137.729	2.071
0	3	5	18	154.633	2.505
0	3	5	19	138.154	2.169
0	3	5	20	84.686	1.993
0	3	5	21	130.480	2.486
0	3	5	22	56.615	1.952
0	3	5	23	63.978	2.012
0	3	5	24	109.736	2.470
0	3	5	25	97.206	2.498
0	3	5	26	143.643	2.390
0	3	5	27	141.981	2.456
0	3	5	28	94.074	2.358
0	3	5	29	147.921	2.157
0	3	5	30	99.897	2.161
0	3	5	31	148.977	2.198
0	4	0	0	98.137	2.711
0	4	0	1	143.347	2.640
0	4	0	2	85.664	2.774
0	4	0	3	144.835	2.876
0	4	0	4	129.802	2.954
0	4	0	5	106.049	2.651
0	4	0	6	146.564	2.790
0	4	0	7	134.635	2.671
0	4	0	8	121.768	0.801
0	4	0	9	108.273	3.493
0	4	0	10	116.792	3.488
0	4	0	11	137.157	3.341
0	4	0	12	137.457	3.377
0	4	0	13	87.577	3.819
0	4	0	14	95.569	4.055
0	4	0	15	161.685	5.365
0	4	0	16	167.302	4.095
0	4	0	17	150.014	3.351
0	4	0	18	126.856	2.912
0	4	0	19	133.665	2.675
0	4	0	20	154.084	2.642
0	4	0	21	83.897	2.303
0	4	0	22	101.466	2.688
0	4	0	23	147.509	2.829
0	4	0	24	161.996	2.645
0	4	0	25	108.834	2.656
0	4	0	26	117.028	2.756
0	4	0	27	137.952	2.700
0	4	0	28	117.398	2.864
0	4	0	29	156.482	2.717
0	4	0	30	156.172	2.582
0	4	0	31	122.914	2.539
0	4	1	0	58.828	2.475
0	4	1	1	59.832	2.032
0	4	1	2	152.189	2.550
0	4	1	3	106.609	2.522
0	4	1	4	106.899	2.775
0	4	1	5	131.226	2.723
0	4	1	6	156.283	2.527
0	4	1	7	77.854	2.483
0	4	1	8	116.020	4.829
0	4	1	9	96.060	4.860
0	4	1	10	136.697	4.913
0	4	1	11	65.479	4.193
0	4	1	12	98.566	4.543
0	4	1	13	106.584	5.689
0	4	1	14	96.854	6.416
0	4	1	15	104.443	7.906
0	4	1	16	79.758	2.808
0	4	1	17	80.258	2.392
0	4	1	18	139.245	2.494
0	4	1	19	137.115	2.425
0	4	1	20	116.160	2.317
0	4	1	21	120.618	2.445
0	4	1	22	91.999	2.513
0	4	1	23	51.601	2.044
0	4	1	24	116.824	2.362
0	4	1	25	76.977	2.305
0	4	1	26	139.642	2.319
0	4	1	27	91.029	2.528
0	4	1	28	108.933	2.554
0	4	1	29	109.691	2.407
0	4	1	30	78.909	2.234
0	4	1	31	133.829	2.377
0	4	2	0	121.078	2.931
0	4	2	1	174.534	2.488
0	4	2	2	160.418	2.608
0	4	2	3	108.471	2.719
0	4	2	4	134.420	2.828
0	4	2	5	93.708	2.617
0	4	2	6	130.906	3.408
0	4	2	7	150.251	3.599
0	4	2	8	91.741	5.295
0	4	2	9	135.737	5.640
0	4	2	10	106.203	4.914
0	4	2	11	89.450	4.222
0	4	2	12	143.687	5.855
0	4	2	13	109.599	6.835
0	4	2	14	98.641	6.885
0	4	2	15	127.117	8.586
0	4	2	16	147.308	2.393
0	4	2	17	120.884	2.580
0	4	2	18	86.944	2.183
0	4	2	19	153.820	2.480
0	4	2	20	142.948	2.594
0	4	2	21	186.362	2.556
0	4	2	22	137.647	2.497
0	4	2	23	141.062	2.942
0	4	2	24	159.413	2.441
0	4	2	25	117.766	2.300
0	4	2	26	135.542	2.159
0	4	2	27	187.030	2.116
0	4	2	28	135.462	2.262
0	4	2	29	188.405	2.168
0	4	2	30	121.049	2.362
0	4	2	31	173.768	2.364
0	4	3	0	85.948	2.477
0	4	3	1	146.675	2.010
0	4	3	2	93.490	2.291
0	4	3	3	113.673	2.463
0	4	3	4	103.993	2.384
0	4	3	5	102.728	2.526
0	4	3	6	91.361	2.328
0	4	3	7	74.458	1.851
0	4	3	8	84.335	6.759
