Layer	Row	Module	Channel	Pedestal	Sigma
5	4	2	27	136.608	2.328
5	4	2	28	68.931	1.817
5	4	2	29	103.400	2.261
5	4	2	30	127.718	2.249
5	4	2	31	109.615	2.839
5	4	3	0	146.397	2.186
5	4	3	1	157.880	2.351
5	4	3	2	115.893	2.450
5	4	3	3	156.602	2.516
5	4	3	4	153.310	2.502
5	4	3	5	104.415	2.251
5	4	3	6	138.721	2.166
5	4	3	7	143.785	2.612
5	4	3	8	116.446	3.301
5	4	3	9	111.557	3.297
5	4	3	10	145.602	2.831
5	4	3	11	111.174	2.906
5	4	3	12	147.197	2.772
5	4	3	13	133.346	3.035
5	4	3	14	118.429	3.451
5	4	3	15	125.983	4.111
5	4	3	16	83.722	4.226
5	4	3	17	138.943	3.004
5	4	3	18	143.201	2.690
5	4	3	19	138.747	2.441
5	4	3	20	122.612	2.591
5	4	3	21	126.313	2.530
5	4	3	22	116.931	2.644
5	4	3	23	101.652	2.736
5	4	3	24	107.323	2.535
5	4	3	25	152.412	2.303
5	4	3	26	124.785	2.437
5	4	3	27	177.987	2.426
5	4	3	28	116.057	2.298
5	4	3	29	157.093	2.283
5	4	3	30	148.984	2.251
5	4	3	31	178.059	3.222
5	4	4	0	130.056	2.148
5	4	4	1	157.501	2.244
5	4	4	2	115.860	2.099
5	4	4	3	89.743	1.900
5	4	4	4	120.819	2.111
5	4	4	5	138.324	2.012
5	4	4	6	132.304	2.035
5	4	4	7	103.841	2.343
5	4	4	8	130.167	2.977
5	4	4	9	118.582	2.716
5	4	4	10	131.585	2.778
5	4	4	11	112.792	2.371
5	4	4	12	140.391	2.654
5	4	4	13	128.757	3.207
5	4	4	14	125.447	3.613
5	4	4	15	86.810	3.224
5	4	4	16	72.751	3.666
5	4	4	17	130.762	2.819
5	4	4	18	99.289	2.324
5	4	4	19	130.142	2.459
5	4	4	20	160.801	2.153
5	4	4	21	157.185	2.117
5	4	4	22	129.772	2.313
5	4	4	23	145.981	2.296
5	4	4	24	211.263	2.082
5	4	4	25	113.298	2.425
5	4	4	26	179.592	2.125
5	4	4	27	127.998	2.460
5	4	4	28	160.123	2.315
5	4	4	29	193.612	2.419
5	4	4	30	180.715	2.253
5	4	4	31	120.111	3.285
5	4	5	0	143.300	3.034
5	4	5	1	156.160	1.848
5	4	5	2	95.641	2.379
5	4	5	3	129.691	2.541
5	4	5	4	134.266	2.384
5	4	5	5	132.993	2.698
5	4	5	6	169.412	2.802
5	4	5	7	136.570	2.756
5	4	5	8	126.593	3.564
5	4	5	9	148.959	3.311
5	4	5	10	125.041	3.613
5	4	5	11	130.516	3.353
5	4	5	12	111.057	3.539
5	4	5	13	125.778	3.812
5	4	5	14	131.791	3.891
5	4	5	15	110.553	4.419
5	4	5	16	126.914	4.461
5	4	5	17	122.810	3.193
5	4	5	18	154.718	2.848
5	4	5	19	104.863	2.793
5	4	5	20	125.600	3.039
5	4	5	21	155.291	3.007
5	4	5	22	114.630	2.730
5	4	5	23	103.048	3.028
5	4	5	24	117.956	2.637
5	4	5	25	110.984	2.512
5	4	5	26	148.241	2.361
5	4	5	27	137.248	2.475
5	4	5	28	134.266	2.424
5	4	5	29	125.422	2.357
5	4	5	30	85.147	2.242
5	4	5	31	150.956	3.081
5	5	0	0	169.136	0.773
5	5	0	1	116.952	0.711
5	5	0	2	152.348	0.955
5	5	0	3	147.156	1.090
5	5	0	4	124.960	0.871
5	5	0	5	68.947	0.684
5	5	0	6	137.767	0.720
5	5	0	7	175.031	1.022
5	5	0	8	134.326	3.750
5	5	0	9	99.374	3.323
5	5	0	10	156.316	3.574
5	5	0	11	114.391	3.520
5	5	0	12	152.284	3.640
5	5	0	13	125.240	3.854
5	5	0	14	148.838	4.046
5	5	0	15	125.173	4.863
5	5	0	16	156.984	5.901
5	5	0	17	108.545	0.849
5	5	0	18	170.081	3.373
5	5	0	19	171.313	3.612
5	5	0	20	104.489	3.546
5	5	0	21	146.816	3.556
5	5	0	22	122.511	3.855
5	5	0	23	136.627	2.878
5	5	0	24	114.455	3.195
5	5	0	25	159.150	2.807
5	5	0	26	148.312	3.484
5	5	0	27	148.970	2.866
5	5	0	28	144.128	2.792
5	5	0	29	168.700	2.518
5	5	0	30	132.307	2.734
5	5	0	31	143.524	4.911
5	5	1	0	87.697	2.361
5	5	1	1	132.939	2.142
5	5	1	2	79.414	2.275
5	5	1	3	112.191	2.421
5	5	1	4	130.092	2.360
5	5	1	5	164.608	2.269
5	5	1	6	141.565	2.254
5	5	1	7	127.161	2.851
5	5	1	8	119.073	3.035
5	5	1	9	132.370	2.711
5	5	1	10	139.524	2.498
5	5	1	11	127.557	2.742
5	5	1	12	111.748	2.747
5	5	1	13	113.931	2.836
5	5	1	14	117.009	3.494
5	5	1	15	90.802	3.774
5	5	1	16	133.247	10.477
5	5	1	17	115.742	2.698
5	5	1	18	187.093	2.413
5	5	1	19	114.296	2.478
5	5	1	20	143.733	2.195
5	5	1	21	108.712	2.261
5	5	1	22	94.502	2.297
5	5	1	23	134.880	2.248
5	5	1	24	154.750	2.287
5	5	1	25	130.813	2.026
5	5	1	26	101.062	2.219
5	5	1	27	130.306	2.353
5	5	1	28	115.033	2.224
5	5	1	29	132.225	1.891
5	5	1	30	116.691	1.929
5	5	1	31	145.224	3.168
5	5	2	0	128.865	2.655
5	5	2	1	95.985	2.594
5	5	2	2	156.762	2.618
5	5	2	3	125.720	2.905
5	5	2	4	125.134	3.018
5	5	2	5	184.099	2.912
5	5	2	6	113.707	2.983
5	5	2	7	121.784	3.037
5	5	2	8	110.773	3.092
5	5	2	9	133.767	3.215
5	5	2	10	104.006	2.862
5	5	2	11	151.101	2.984
5	5	2	12	172.381	3.048
5	5	2	13	134.534	3.481
5	5	2	14	83.416	3.386
5	5	2	15	178.539	4.939
5	5	2	16	116.821	5.440
5	5	2	17	105.705	3.344
5	5	2	18	136.046	2.905
5	5	2	19	132.893	2.848
5	5	2	20	96.622	2.718
5	5	2	21	124.358	2.869
5	5	2	22	153.529	2.618
5	5	2	23	140.504	2.893
5	5	2	24	143.250	2.534
5	5	2	25	184.754	2.685
5	5	2	26	166.182	2.847
5	5	2	27	139.388	2.731
5	5	2	28	103.728	2.505
5	5	2	29	195.999	2.475
5	5	2	30	153.693	2.210
5	5	2	31	133.824	3.143
5	5	3	0	151.912	2.766
5	5	3	1	147.841	2.387
5	5	3	2	140.580	2.594
5	5	3	3	144.273	2.619
5	5	3	4	132.804	2.550
5	5	3	5	147.735	2.530
5	5	3	6	108.749	2.760
5	5	3	7	117.075	2.859
5	5	3	8	131.487	2.896
5	5	3	9	126.998	3.305
5	5	3	10	149.601	2.888
5	5	3	11	87.658	2.470
5	5	3	12	121.536	2.955
5	5	3	13	115.872	2.889
5	5	3	14	147.185	3.418
5	5	3	15	135.100	4.258
5	5	3	16	147.459	5.129
5	5	3	17	151.262	3.335
5	5	3	18	116.176	2.868
5	5	3	19	141.962	2.933
5	5	3	20	145.788	2.531
5	5	3	21	177.263	2.898
5	5	3	22	100.617	2.553
5	5	3	23	101.498	2.628
5	5	3	24	131.994	2.832
5	5	3	25	132.265	2.722
5	5	3	26	141.124	2.934
5	5	3	27	146.159	2.929
5	5	3	28	142.035	2.721
5	5	3	29	163.800	2.472
5	5	3	30	104.121	2.277
5	5	3	31	120.901	3.675
5	5	4	0	138.214	2.648
5	5	4	1	147.474	2.588
5	5	4	2	139.399	2.731
5	5	4	3	134.685	2.838
5	5	4	4	141.579	2.909
5	5	4	5	145.385	2.716
5	5	4	6	141.986	2.804
5	5	4	7	109.320	2.579
5	5	4	8	145.664	3.216
5	5	4	9	104.694	2.585
5	5	4	10	137.681	2.649
5	5	4	11	147.562	3.396
5	5	4	12	147.101	3.155
5	5	4	13	129.239	3.477
5	5	4	14	136.846	3.393
5	5	4	15	134.887	4.202
5	5	4	16	99.250	4.721
5	5	4	17	167.113	3.106
5	5	4	18	160.081	2.831
5	5	4	19	134.758	2.728
5	5	4	20	123.345	2.778
5	5	4	21	142.996	2.864
5	5	4	22	151.652	2.601
5	5	4	23	164.680	3.042
5	5	4	24	154.119	2.299
5	5	4	25	103.404	2.495
5	5	4	26	161.803	2.344
5	5	4	27	136.301	2.414
5	5	4	28	147.288	2.349
5	5	4	29	134.958	2.306
5	5	4	30	166.800	2.360
5	5	4	31	189.500	3.600
5	5	5	0	121.498	2.597
5	5	5	1	154.948	2.651
5	5	5	2	136.011	2.477
5	5	5	3	142.173	2.373
5	5	5	4	146.046	2.712
5	5	5	5	127.511	2.611
5	5	5	6	93.572	2.657
5	5	5	7	128.990	2.806
5	5	5	8	145.097	3.211
5	5	5	9	139.854	3.068
5	5	5	10	145.372	3.036
5	5	5	11	88.037	2.696
5	5	5	12	132.408	3.137
5	5	5	13	135.527	3.287
5	5	5	14	156.830	3.725
5	5	5	15	109.128	4.000
5	5	5	16	105.823	0.701
5	5	5	17	82.517	0.853
5	5	5	18	87.984	1.021
5	5	5	19	145.655	0.746
5	5	5	20	150.896	0.944
5	5	5	21	108.807	0.864
5	5	5	22	167.674	0.995
5	5	5	23	106.536	0.775
5	5	5	24	133.440	2.405
5	5	5	25	145.765	2.436
5	5	5	26	146.083	2.681
5	5	5	27	115.648	2.028
5	5	5	28	123.111	2.589
5	5	5	29	183.522	2.415
5	5	5	30	116.397	2.560
5	5	5	31	162.681	4.022
